nombre,empresa calificacion y ciudad,descripcion,modalidad,tiempo 
Software Quality Assurance Leader / R + D,"BairesDev 4,5 Bogotá, D.C., Bogotá, D.C.",Who we are BairesDev is proud to be the fastest-growing company in America. With people on five continents and...,Remoto,Ayer
Software Quality Assurance Leader / R + D,"BairesDev 4,5 Norte de Santander, Cúcuta",Who we are BairesDev is proud to be the fastest-growing company in America. With people on five continents and...,Remoto,Ayer
Desarrollador FullStack,"Emtelco CX & BPO 4,3 Antioquia, Medellín","¡Hola, bienvenido a nuestro proceso de selección virtual! ¡Somos una empresa del Sector Experiencia Cliente y BPO y...",Presencial y remoto,Ayer
Practicante profesional en Ingeniería Industrial/ Financiera/ Economía y Carreras Administrativas,"Mibanco 4,4 Bogotá, D.C., Bogotá, D.C.",¿Quieres contribuir al crecimiento de los microempresarios de Colombia? El Banco más importante en microfinanzas país;...,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Santander, Bucaramanga",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Tolima, Ibagué",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Software Quality Assurance Leader / R + D,"BairesDev 4,5 Atlántico, Barranquilla",Who we are BairesDev is proud to be the fastest-growing company in America. With people on five continents and...,Remoto,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Boyacá, Tunja",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Atlántico, Soledad",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Bogotá, D.C., Bogotá, D.C.",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Empleo destacado,QA Automation Tester,"Oktana Valle del Cauca, Cali","Somos Oktana, empresa de software especializada en servicios para desarrollo de aplicaciones, diseño, implementación,...",Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Antioquia, Medellín",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Atlántico, Barranquilla",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Valle del Cauca, Cali",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Norte de Santander, Cúcuta",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Desarrollador de Automatización de QA / Investigación y Desarrollo,"BairesDev 4,5 Bolívar, Cartagena de Indias",BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y...,Remoto,Ayer
Empleo destacado,Cientifico de Datos,"Goldensec Colombia SAS Bogotá, D.C., Bogotá, D.C.",Goldensec Colombia SAS compañía subsidiaria de Golden Security Services US pioneros en el desarrollo de métricas para...,Remoto,Ayer
desarrollador/a,"ATEK GROUP SAS Santander, Bucaramanga","Ingeniero de sistemas o carreras a fines, experiencia mínima de (2) año, indispensable manejo de base de datos,...",Ayer
cientificos de datos,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector BPO, líder en gestión y administración de carteras se encuentra en la búsqueda para su...",Ayer
desarrollador/a,"Importante empresa del sector Atlántico, Barranquilla",Ingeniero de Desarrollo con las siguientes habilidades y manejo de tecnologías: Python Django - Flask HTML - CSS...,Ayer
Desarrollador Fullstack,"GBM Bogotá, D.C., Bogotá, D.C.",En GBM estamos muy orgullosos de ser la TERCERA mejor multinacional para trabajar en América Latina. Llegamos al...,Remoto,Ayer
Se precisa Urgente Empleo destacado,Administrador de sistemas nivel 2,"TEAM CADRE Antioquia, Medellín",Importante empresa extranjera está en búsqueda de profesionales de la informática en ciudades como Medellín y Bogota ...,Ayer
Se precisa Urgente Empleo destacado,Desarrollador Php y Laravel,"Importante empresa del sector Santander, Girón","Se requiere Desarrollador/a con experiencia mínimo de 1 año en Php, Laravel, Html, JavaScript, Mysql. Mantenimiento y...",Ayer
Empleo destacado,Desarrollador front Senior,"Goldensec Colombia SAS Bogotá, D.C., Bogotá, D.C.",Goldensec Colombia SAS compañía subsidiaria de Golden Security Services US pioneros en el desarrollo de métricas para...,Remoto,Ayer
Director or General Manager of Latam Operations,"Newton Vision Corporation Bogotá, D.C., Bogotá, D.C.","About NVC: Newton Vision Corp. is a US based, privately held, full-service, global, business and technology software...",Presencial y remoto,Ayer
Empleo destacado,Analista de Sarlaft,"Bancamia S.A. 4,5 Bogotá, D.C., Bogotá, D.C.","Bancamía se encuentra en búsqueda de talento Profesional de Ingeniería de Sistemas, Ingeniería Industrial, Economía,...",Presencial y remoto,Ayer
Asistente de Sistemas,"ORGANIZACIÓN CARDENAS S.A.S 4,1 Bogotá, D.C., Bogotá, D.C.","Importante empresa ubicada de Modelia, se encuentra en búsqueda de técnicos o tecnólogos de sistemas o carreras...",Ayer
Se precisa Urgente Empleo destacado,Ingeniero de Datos Junior,"INFORMA COLOMBIA S.A 4,4 Bogotá, D.C., Bogotá, D.C.",Importante Empresa Multinacional Española del sector Data Management & Analytics con más de 25 años de experiencia en...,Presencial y remoto,Ayer
Se precisa Urgente Empleo destacado,Desarrollador/a,"Importante empresa del sector Valle del Cauca, Cali","Se necesita ingeniero o tecnólogo de sistemas para el cargo de desarrollador de Software, con conocimiento en bases de...",Ayer
Analista de datos,"CONTENTO BPS S.A 4,4 Antioquia, Medellín",TRABAJA EN LA EMPRESA QUE TRANSFORMÓ LOS CALL CENTER CONTENTO BPS *** ¡En Contento llevamos 1 DÉCADA cumpliendo...,Ayer
Ingeniero de sistemas,"ORGANIZACION LA ESPERANZA S.A. 4,5 Norte de Santander, Cúcuta","Conocimiento en SQL. Conocimiento en programación (PHP, Python, Javascript). Manejo de bases de datos. Disposición y...",Presencial y remoto,Ayer
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 2 días
Empleo destacado,consultor/a JR,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 2 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 2 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 2 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 2 días
Empleo destacado,Consultor/a TI,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 2 días
Empleo destacado,consultor/a SR,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 2 días
Se precisa Urgente Empleo destacado,Director BI,"LISTOS 4,3 Bogotá, D.C., Bogotá, D.C.",En VyM nos encontramos en la búsqueda de Director de Business Intelligence Bogotá ¿Qué tener en cuenta? • Ser...,Hace 2 días
Director de Business,"LISTOS 4,3 Bogotá, D.C., Bogotá, D.C.",¡Director de Business Intelligence! te estamos buscando en Bogotá! porque la actitud y la pasión por tu trabajo es el...,Hace 2 días
desarrollador Backend,"LISTOS 4,3 Antioquia, Medellín","Importante compañía, requiere para su equipo de trabajo DESARROLLADOR BACKEND en MEDELLÍN. Debe ser profesional en...",Presencial y remoto,Hace 2 días
Director BI con experiencia en consumo masivo,"LISTOS 4,3 Bogotá, D.C., Bogotá, D.C.",¡Director de Business Intelligence! te estamos buscando en Bogotá! porque la actitud y la pasión por tu trabajo es el...,Presencial y remoto,Hace 2 días
Empleo destacado,Servicio de Plataformas de tecnología,"OFICOMCO S.A.S 4,3 Bogotá, D.C., Bogotá, D.C.",Actualmente en OFI nos encontramos en la búsqueda de talento humano interesado en aplicar para el cargo de Servicio...,Hace 2 días
Tester Itagüí,"JOBANDTALENT CO S A S 4,6 Antioquia, Medellín",En Jobandtalent empleamos a más de 15.000 profesionales en toda Colombia y ofrecemos oportunidades de empleo de forma...,Presencial y remoto,Hace 2 días
Cohorte 5 Fullstack Dev Bootcamp 8890,"PeakU 4,0 Bogotá, D.C., Bogotá, D.C.","## El primer bootcamp que incluye experiencia laboral certificada, a costo inicial cero. Ahora en PeakU tambien puedes...",Remoto,Hace 2 días
Profesor online de Informática en Bogotá,"Latinhire 4,3 Bogotá, D.C., Bogotá, D.C.",Somos una compañía internacional buscando activamente los mejores y más motivados profesores o estudiantes...,Remoto,Hace 2 días
Profesor online de Informática en Bogotá,"Latinhire 4,3 Bogotá, D.C., Bogotá, D.C.",Somos una compañía internacional buscando activamente los mejores y más motivados profesores o estudiantes...,Remoto,Hace 2 días
Analista de información,"FUNDACION DELAMUJER 4,4 Santander, Bucaramanga","Fundación delamujer Organización con 36 años en el mercado, presencia nacional en casi 32 departamentos del país y más...",Hace 2 días
"Practicante profesional Ingeniería Industrial, Administración, Comercio","Cemex 4,6 Bogotá, D.C., Bogotá, D.C.","Importante multinacional requiere para su equipo de trabajo estudiante de pregrado en Ingeniería Industrial,...",Hace 2 días
Desarrollador backend 8893,"PeakU 4,0 Antioquia, Medellín",Somos una empresa que hace realidad las soluciones mas complejas de la industria mediante el modelado matematico...,Remoto,Hace 2 días
Desarrolladores Odoo,"Bits Americas 4,4 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector TI, se encuentra en la búsqueda del mejor talento, si eres Ingeniero de sistemas o...",Remoto,Hace 2 días
Se precisa Urgente Empleo destacado,Desarrollador Odoo,"Bits Americas 4,4 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector de tecnología requiere en su equipo de trabajo profesional Ingeniero de sistemas,...",Remoto,Hace 2 días
"Ingeniero/a de sistemas, electrónica o telecomunicaciones","Importante empresa del sector servicios Antioquia, Medellín","Empresa requiere para su equipo de trabajo profesional Ingeniería de sistemas, electrónica, telecomunicaciones o...",Presencial y remoto,Hace 2 días
Desarrolladores Odoo,"Bits Americas 4,4 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector TI, se encuentra en la búsqueda del mejor talento, si eres Ingeniero de sistemas o...",Remoto,Hace 2 días
Se precisa Urgente Empleo destacado,Desarrolladores Odoo,"Bits Americas 4,4 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector TI, se encuentra en la búsqueda del mejor talento, si eres Ingeniero de sistemas o...",Remoto,Hace 2 días
Ingeniero Desarrollador Junior,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Importante empresa se encuentra en búsqueda profesionales en carreras de ingeniería de sistemas o a fines, que cuenten...",Hace 2 días
Ingeniero Desarrollador BA Senior,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","En Nexarte buscamos Profesional de Ingeniería de Sistemas, Industrial, Electrónica, Estadística o carreras...",Hace 2 días
Desarrollador Frontend Angular :,"MetaBiblioteca S.A.S Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector de Servicios Educativos y Bibliotecas, requiere programador analista de desarrollo web...",Remoto,Hace 2 días
Se precisa Urgente Empleo destacado,Ingeniero de aprendizaje automático,"LICITACIONES.INFO Caldas, Manizales",Buscamos ingeniero de aprendizaje automático Semi-Senior. Estudios certificados en: TensorFlow. Experiencia: SQL y...,Remoto,Hace 2 días
Se precisa Urgente Empleo destacado,Analista Junior BI,"Salesland Colombia 4,2 Bogotá, D.C., Bogotá, D.C.","Somos especialistas en ventas, contamos con un equipo de profesionales que tienen la madurez y experiencia necesaria...",Hace 2 días
Se precisa Urgente Empleo destacado,"Profesional en estadística, matemáticas","S&A Servicios y Asesorias 4,3 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector financiero requiere para su equipo de trabajo profesional en estadística, matemáticas o...",Hace 3 días
Profesional Fondeo Alternativo de Inversionistas y Gestión de Capital,"SEGUROS COMERCIALES BOLIVAR S.A. 4,6 Bogotá, D.C., Bogotá, D.C.",En esta casa vivimos la transformación con innovación. Tu puedes ser nuestro próximo “Profesional Fondeo Alternativo...,Presencial y remoto,Hace 3 días
Empleo destacado,Especialista de Inteligencia de Riesgo de Crédito,"Bancamia S.A. 4,5 Bogotá, D.C., Bogotá, D.C.","Bancamía busca talento profesional en Economía, Administración de Empresas, Ingeniería Industrial o carreras...",Hace 3 días
Desarrolladores php bogota estudiante,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.",Empresa importante del sector financiero solicita Desarrollador web con experiencia mínima de 3 años en Desarrollo...,Hace 3 días
Se precisa Urgente Empleo destacado,Senior de riesgo,"AVISTA COLOMBIA S.A.S Bogotá, D.C., Bogotá, D.C.","¡Somos una de las 50 Fintech más incluyentes en LATAM, según Inclusive Fintech 50! Avista es una Fintech colombiana y...",Hace 3 días
cod 378 Desarrollador Full Stack,"RH+ Recurso Humano Positivo 4,3 Bogotá, D.C., Bogotá, D.C.","¡Vibramos contigo para que encuentres el mejor empleo! Ciudad: Bogotá Evalúa S.A.S, empresa que trabaja con...",Presencial y remoto,Hace 3 días
Data Scientist,"TuCash sas Valle del Cauca, Cali","TuCash, empresa base tecnológica que implementa soluciones de CASHBACK para marcas y retailers, generando DATA real y...",Presencial y remoto,Hace 3 días
Desarrollador o programador,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.",Empresa de ingeniería requiere para su equipo de trabajo profesional en ciencias de la computación (ingeniero de...,Presencial y remoto,Hace 3 días
Empleo destacado,Especialista en Analítica,"Marketteam S.A 3,9 Bogotá, D.C., Bogotá, D.C.","Somos Market Team S.A., líderes en la implementación de métodos analíticos en la Investigación de Mercados. Estamos en...",Presencial y remoto,Hace 3 días
Ingeniero IA,"SISTEMAS Y COMPUTADORES S.A 4,4 Santander, Floridablanca","Requisitos: - Python Intermedio (Manejo de entornos virtuales y librerías, Manipulación de archivos y Estructura de...",Hace 3 días
Profesional para Consultor de mercados masivos sector tecnología y telecomunicaciones,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnología y telecomunicaciones, requiere para su equipo de trabajo profesional en...",Remoto,Hace 4 días
Analista de Datos TI,"Soluciones Inmediatas 4,2 Bogotá, D.C., Bogotá, D.C.","Buscamos talento pilo, apasionado por la tecnología y dispuesto a asumir nuevos retos! Profesional en Ingeniería de...",Presencial y remoto,Hace 4 días
Empleo destacado,Ingeniero Desarrollador Junior,"nexarte servicios temporales s.a 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa se encuentra en búsqueda profesionales en carreras de ingeniería de sistemas o a fines, que cuenten...",Hace 4 días
Analista de riesgos,"ACTIVOS S A S 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector FINANCIERO esta en búsqueda de profesional en ECONOMIA (Ingeniería Industrial,...",Hace 4 días
Empleo destacado,"Profesional en estadística, matemáticas","S&A Servicios y Asesorias 4,3 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector financiero requiere para su equipo de trabajo profesional en estadística, matemáticas o...",Hace 4 días
Ingeniero Desarrollador Junior,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Importante empresa se encuentra en búsqueda profesionales en carreras de ingeniería de sistemas o a fines, que cuenten...",Hace 4 días
Analista de data,"CORPORACIÓN EDUCATIVA MINUTO DE DIOS 4,5 Bogotá, D.C., Bogotá, D.C.",Atención. La Corporación Educativa Minuto de Dios no hace ningún tipo de cobro dentro de su proceso de selección de...,Hace 4 días
Se precisa Urgente Empleo destacado,Especialista de soporte técnico,"ManageEngine Cundinamarca, Chía",Rol: Especialista en soporte técnico de software. Alguien que pueda dominar productos de software empresarial y...,Hace 4 días
Se precisa Urgente Empleo destacado,Administrador de sistemas y Redes SysOps SRE,"Importante empresa del sector Antioquia, Medellín","• Automatizar y administrar la recuperación ante desastres • Mantener el control de acceso, así como la integridad de...",Hace 4 días
Licenciado en Informática y Tecnología,"Liceo Santa Bernardita Bogotá, D.C., Bogotá, D.C.",Licenciado o licenciada en informática y tecnología con experiencia mínima de 2 años en docencia escolar. Con...,Hace 4 días
Big Data Architect,"MAJOREL COLOMBIA 4,4 - Perú",Majorel es una empresa multinacional líder en servicios de atención al cliente. Contamos con más de 82.000...,Remoto,Hace 4 días
Ingeniero de Desarrollo,"Thomas Greg seguridad Integral Bogotá, D.C., Bogotá, D.C.","Importante empresa de seguridad requiere para su compañía Ingeniero de sistemas, Ing. De software y /o carreras a...",Hace 4 días
Empleo destacado,consultor/a SR,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,Consultor/a TI,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,consultor/a JR,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,ingeniero/a de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,analistas de tecnología o ingenieros,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Se precisa Urgente Empleo destacado,Especialista de soporte,"ManageEngine Cundinamarca, Chía",Rol Especialista en soporte técnico de software. Alguien que pueda dominar productos de software empresarial y...,Hace 5 días
Empleo destacado,Gestor reporting,"COMPLEMENTOS HUMANOS 4,3 Antioquia, Medellín",Importante empresa de servicios corporativos se encuentra contratando profesional en Ingeniería en sistemas de...,Hace 5 días
Empleo destacado,analistas o ingenieros,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,analistas o ingenieros,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,analistas de tecnología o ingenieros,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
Empleo destacado,ingeniero/a de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 5 días
"Practicante Universitario Riesgos Financieros, Bogotá","SEGUROS COMERCIALES BOLIVAR S.A. 4,6 Bogotá, D.C., Bogotá, D.C.","Identificar, controlar, monitorear y predecir los riesgos financieros a nivel local y global. 1. Participar en las...",Presencial y remoto,Hace 5 días
GTM Analista Junior BI,"Salesland Colombia 4,2 Bogotá, D.C., Bogotá, D.C.","Somos especialistas en ventas, contamos con un equipo de profesionales que tienen la madurez y experiencia necesaria...",Hace 5 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 6 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 6 días
Empleo destacado,Ingenier@s de sistemas o electronicos,"Productividad Empresarial SAS 4,2 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector tecnológico ubicada en Bogotá, requiere para su equipo de trabajo, INGENIEROS DE...",Hace 6 días
Profesional Modeling Experiencia en Construcción de Modelos,"ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S. 4,2 Bogotá, D.C., Bogotá, D.C.",Reconocida entidad financiera se encuentra en búsqueda de Profesional I - Risk Analytics-Modelingcon Experiencia 2 – 3...,Hace 6 días
Desarrollador Solidity Blockchain,"Consultoria & Talentos Bogotá, D.C., Bogotá, D.C.",Imporytante empresa solicita profesionales tecnologos y profesiones en sistemas o a fines con experiencia de mas un...,Remoto,Hace 6 días
Desarrollador Backend,"GBM Bogotá, D.C., Bogotá, D.C.",Experiencia: 3 años comprobables. Formación: Ingeniero en Informática o carrera afín. Conocimientos técnicos: ....,Hace 6 días
Empleo destacado,Automation tester,"Oktana Valle del Cauca, Cali","Somos Oktana, empresa de software especializada en servicios para desarrollo de aplicaciones, diseño, implementación,...",Presencial y remoto,Hace 6 días
Empleo destacado,Desarrollador Full Stack,"NCRFS Bogotá, D.C., Bogotá, D.C.","Somos Finsana, una empresa FinTech. Nuestra misión es construir una solución innovadora utilizando tecnología de...",Hace 6 días
Desarrollador Full Stack,"NCRFS Bogotá, D.C., Bogotá, D.C.","Somos Finsana, una empresa FinTech. Nuestra misión es construir una solución innovadora utilizando tecnología de...",Hace 6 días
Desarrollador Junior,"ASISTE INGENIERÍA SAS Bogotá, D.C., Bogotá, D.C.",Importante empresa en el sector contac center esta en busqueda de un@ Desarrollador Junior con minimo de experiencia 6...,Presencial y remoto,Hace 6 días
Desarrollador(a) Web / Product Owner,"Cymetria Group S.A.S. 4,0 Bogotá, D.C., Bogotá, D.C.","Empresa especializada en proyectos del sector tecnológico a nivel nacional e internacional, ubicada en la ciudad de...",Presencial y remoto,Hace 6 días
Ingeniero de Aplicaciones Full Stack,"Emtelco CX & BPO 4,3 Antioquia, Medellín","¡Hola, bienvenido a nuestro proceso de selección virtual! ¡Somos una empresa del Sector Experiencia Cliente y BPO y...",Presencial y remoto,Hace 7 días
Talent Data Analytics,"BairesDev 4,5 Bolívar, Cartagena de Indias",Who we are BairesDev is proud to be the fastest-growing company in America. With people on five continents and...,Remoto,Hace 7 días
Talent Data Analytics,"BairesDev 4,5 Bogotá, D.C., Bogotá, D.C.",Who we are BairesDev is proud to be the fastest-growing company in America. With people on five continents and...,Remoto,Hace 7 días
Talent Data Analytics,"BairesDev 4,5 Antioquia, Medellín",Who we are BairesDev is proud to be the fastest-growing company in America. With people on five continents and...,Remoto,Hace 7 días
Talent Data Analytics,"BairesDev 4,5 Atlántico, Barranquilla",Who we are BairesDev is proud to be the fastest-growing company in America. With people on five continents and...,Remoto,Hace 7 días
Talent Data Analytics,"BairesDev 4,5 Valle del Cauca, Cali",Who we are BairesDev is proud to be the fastest-growing company in America. With people on five continents and...,Remoto,Hace 7 días
Profesor online de Informática en Bogotá,"Latinhire 4,3 Bogotá, D.C., Bogotá, D.C.",Somos una compañía internacional buscando activamente los mejores y más motivados profesores o estudiantes...,Remoto,Hace 7 días
Especialista de Expansión,"SEGUROS COMERCIALES BOLIVAR S.A. 4,6 Bogotá, D.C., Bogotá, D.C.","Tu puedes ser nuestro próximo “Especialista de Expansión”, donde tendrás el reto de Analizar, evaluar, coordinar y...",Presencial y remoto,Hace 7 días
Ingeniero de desarrollo,"Atlantic Quantum Innovations 4,3 Atlántico, Barranquilla","¡En Atlantic Quantum Innovations estamos en búsqueda del mejor talento! Buscamos Ingeniero de sistemas, electrónica o...",Presencial y remoto,Hace 7 días
Empleo destacado,Analista Soporte de Aplicaciones,"INGENIERIA Y GESTION ADMINISTRATIVA 4,4 Antioquia, Medellín",Importante empresa del servicio del sector energético y de las telecomunicaciones requiere de un o una Ingeniero o...,Presencial y remoto,Hace 7 días
Lider de inteligencia de negocio,"Atlantic Quantum Innovations 4,3 Atlántico, Barranquilla",¡En Atlantic Quantum Innovations estamos en búsqueda del mejor talento! Buscamos Ingeniero de sistemas con...,Presencial y remoto,Hace 7 días
Urgente!! Analista de Riesgo de Credito,"ACTIVOS S A S 4,2 Bogotá, D.C., Bogotá, D.C.",Importante empresa del sector financiero esta en búsqueda de analista de riesgo de crédito PARA CONTRATACION INMEDIATA...,Hace 7 días
cientificos de datos,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector BPO, líder en gestión y administración de carteras se encuentra en la búsqueda para su...",Hace 7 días
Desarrolladores php bogota estudiante,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.",Empresa importante del sector financiero solicita Desarrollador web con experiencia mínima de 3 años en Desarrollo...,Hace 7 días
Empleo destacado,Desarrollador Senior FullStack,"Selección Grupo MOK Bogotá, D.C., Bogotá, D.C.","Grupo MOK Colombia empresa Multinacional requiere para su equipo de trabajo Profesionales en ingeniera de sistemas,...",Hace 7 días
Se precisa Urgente Empleo destacado,Coordinador de Analítica Digital,"Importante empresa del sector ferretero Bogotá, D.C., Bogotá, D.C.",Apoyar en la implementación de la estrategia de Analítica Digital y Personalización a través del entendimiento del...,Hace 7 días
Se precisa Urgente Empleo destacado,Bilingual React Senior Developer,"DOCTUS Antioquia, Medellín","We are looking for our professional team in Colombia, a React Developer with +4 years of experience for our work team....",Remoto,Hace 7 días
desarrollador/a,"ELECTRONICS TO GO S.A.S - E2GO 4,4 Bogotá, D.C., Bogotá, D.C.",1. Conocimiento de sistema operativo Linux. 2. Bases de datos relacionales y no relacionales. 3. Lógica de...,Hace 7 días
Practicante en Ingeniería de Sistemas,"ARUS S.A. 4,4 Antioquia, Medellín","Practicante de Ingeniería de Sistemas, telecomunicaciones o afines con disponibilidad de práctica a partir de Junio....",Hace 7 días
