nombre,empresa calificacion y ciudad,descripcion,modalidad,tiempo 
Empleo destacado,Desarrollador Multimedia,"REDITOS EMPRESARIALES S.A 4,5 Antioquia, Medellín",Descripción de la vacante ¡Estamos en búsqueda de personas con magia como tu!! Su misión será; Generar soluciones a...,Presencial y remoto,Hace 2 días
Desarrollador/a Front End,"Red5G Atlántico, Barranquilla","En Red 5G trabajamos con equipos de alta calidad, para brindar las mejores soluciones Tecnológicas a todos nuestros...",Hace 2 días
business intelligence,"Incolplas Ltda. Bogotá, D.C., Bogotá, D.C.","se requiere personalcon conocimiento en data sciense, marketing digital, seller de sofware o scraping. preferiblemente...",Hace 2 días
Supervisor de Operaciones Cali,"Central Parking System Colombia S.A.S 4,2 Valle del Cauca, Cali",Reconocida empresa de parqueaderos requiere para su equipo de trabajo personal para desempeñar el cargo de Supervisor...,Hace 2 días
Practicante de ingeniería de sistemas o tecnólogo en sistemas,"Atlantic Quantum Innovations 4,3 Bogotá, D.C., Bogotá, D.C.","¿Buscas crecimiento profesional y/o personal, estabilidad laboral, buen ambiente de trabajo y excelentes beneficios?...",Hace 2 días
Se precisa Urgente Empleo destacado,Desarrollador semi senior,"ALGAR TECH Antioquia, Medellín",Trabajo presencian en Medellin Profesional en ingeniería de sistemas o carreras afines: Con conocimientos sólidos en...,Hace 2 días
Ingeniero de desarrollo senior .net,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.",¡Esta es tu gran oportunidad.! Importante empresa de servicios técnicos y tecnológicos para el sector transporte...,Hace 2 días
Desarrollador Web,"COLVISEG DEL CARIBE LTDA 4,4 Atlántico, Barranquilla","Importante empresa de seguridad requiere para su equipo de trabajo DESARROLLADOR WEB , con experiencia mínima de 1 año...",Hace 2 días
Técnico o Tecnólogo Electrónico de Mantenimiento industrial,"Euroceramica S.A. Antioquia, Guarne","Importante empresa del sector Cerámico, requiere para su equipo de trabajo Tecnólogo  electrónico preferiblemente con...",Hace 2 días
Ingeniero JR Desarrollador JAVA,"CARVAJAL TECNOLOGIA Y SERVICIOS S.A.S Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector Tecnología se encuentra en búsqueda de ingeniero en desarrollo sistemas o afines, para...",Hace 2 días
Empleo destacado,Auxiliar Soporte de Software,"SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA S.A 4,7 Bolívar, Cartagena de Indias","Se requiere Tecnico o Tecnologo en sistemas, Analisis programador, o carreras afines ; con conocimientos en manejo de...",Hace 2 días
Asesor comercial,"QUALITY SOFTWARE 4,0 Bogotá, D.C., Bogotá, D.C.","Importante GRUPO EMPRESARIALbusca para su equipo de ventas persona apasionada, pro activa con excelentes habilidades...",Hace 2 días
auxiliar contable,"QUALITY SOFTWARE 4,0 Bogotá, D.C., Bogotá, D.C.","Importante empresa del Grupo empresarial Quality software sas , busca para su area contable una persona ambicioso que...",Hace 2 días
Se precisa Urgente Empleo destacado,Técnico electronico II,"Xtronic Cundinamarca, Cáqueza","Se requiere técnico y/o tecnólogo electrónico, electricista y/o carreras a fines,para realizar mantenimiento equipos...",Hace 2 días
Aprendiz estudiante tecnico o tecnologo electronico,"G4S- SECURE SOLUTIONS COLOMBIA S.A. 4,4 Bogotá, D.C., Bogotá, D.C.","G4S es la multinacionallíder en soluciones de seguridad, especializada en outsourcing de procesos donde el riesgo es...",Hace 2 días
Empleo destacado,Desarrollador de Software,"VISIONAMOS SISTEMA DE PAGOS DE BAJO VALOR Antioquia, Medellín",Somos una entidad vigilada por la Superintendencia Financiera de Colombia que administra el único Sistema de Pago de...,Hace 2 días
Se precisa Urgente,Consultor de Planeación Sector Financiero,"VISIONAMOS SISTEMA DE PAGOS DE BAJO VALOR Antioquia, Medellín",Somos una entidad vigilada por la Superintendencia Financiera de Colombia que administra el único Sistema de Pago de...,Hace 2 días
Técnico en sistemas,"VISIONAMOS SISTEMA DE PAGOS DE BAJO VALOR Antioquia, Medellín",Somos una entidad vigilada por la Superintendencia Financiera de Colombia que administra el único Sistema de Pago de...,Hace 2 días
Controller,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.",Estamos es búsqueda de técnicos o tecnólogos titulados con experiencia como Torre De Control o controller con mínimo6...,Hace 3 días
Se precisa Urgente,Programador Web Inglés B2,"Quantica Communications BPO 3,8 Atlántico, Barranquilla",Buscamos programador web bilingüe!!! Excelentes condiciones laborales. Trabajo estable. Duties: • Follow up of Testing...,Hace 3 días
Diseñador web,"HQ5 S.A.S 3,5 Bogotá, D.C., Bogotá, D.C.",Importante empresa del sector de tecnologia requiere un Diseñador Web.Tecnólogo o profesional en diseño gráfico.•...,Hace 3 días
Empleo destacado,"Técnico Electrónico Programación de controladores PLC/automatización industrial,","MANPOWER PROFESSIONAL LTDA 4,4 Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector de manufactura requiere un técnico electrónico, macatrónica o instrumentación graduado...",Hace 3 días
Se precisa Urgente Empleo destacado,programador/a ingeniero desarrollo software,"COLEGIO MONTEHELENA S.A.S Bogotá, D.C., Bogotá, D.C.",Grupo educativo de renovacion e innovacion busca programador/a y/o ingeniero desarrollo software con experiencia...,Remoto,Hace 3 días
Desarrollador BackEnd JAVA,"Agencia de empleo de Colsubsidio Bogotá, D.C., Bogotá, D.C.","Se requiere desarrollador backend: necesario manejar java, aws y mongodb. Adicionalmente se debe tener conocimiento...",Hace 3 días
Líder o Coordinador de Gestión Documental,"DIGICOM SYSTEM CORPORATION SA 4,1 Bogotá, D.C., Bogotá, D.C.","Importante empresa requiere Tecnólogos en Gestión Documental con tarjeta profesional, para desempeñar el cargo de...",Hace 3 días
Se precisa Urgente Empleo destacado,Diseñador web,"Staffing de Colombia 4,3 Bogotá, D.C., Bogotá, D.C.","Importante empresa de metalmecánica ubicada en el centro de la ciudad está en búsqueda, para su equipo diseñador Web...",Hace 3 días
Empleo destacado,Técnico electronico,"PERSOM S.A.S 4,0 Cundinamarca, Tocancipá","Empresa del sector textil, se encuentra en búsqueda de un técnico, tecnólogo en electrónica o estudiantes de últimos...",Hace 3 días
"Profesional en Sistemas, Software, electrónico o informática","Importante empresa del sector Antioquia, Medellín","Empresa requiere para su equipo de trabajo profesional en Sistemas, Software, electrónico, informático para el cargo...",Hace 3 días
Desarrollador Back End,"Adecco Colombia S.A. 4,3 Bogotá, D.C., Bogotá, D.C.",¡Nos encontramos en la búsqueda de un talento como tú! Quien tendrá la misión de; Acompañar Participar en todo el...,Presencial y remoto,Hace 3 días
Empleo destacado,Electrónico,"Mision Empresarial S.A 4,1 Bolívar, Cartagena de Indias",Misión empresarial requiere tecnólogo electrónico con conocimiento en automatización industrial y5 años de experiencia...,Hace 3 días
Empleo destacado,Ejecutivo comercial venta de software,"Futesa s.a. 4,0 Antioquia, Medellín",Empresa dedicada a actividades de consultoría informática y actividades de administración de instalaciones...,Hace 3 días
Empleo destacado,Desarrollador senior fullstack,"T ATIENDO 4,0 Valle del Cauca, Cali",Nos encontramos en la búsqueda de un Desarrollador senior para realizar las siguientes funciones: Desarrollo de...,Hace 3 días
Tecnólogo programador en Bucaramanga,"GENTE UTIL S.A. 4,4 Santander, Bucaramanga",Reconocida empresa del sector requiere para su equipo de trabajo Programador - Formación:Tecnólogo(a) y/o...,Hace 3 días
Líder de calidad y procesos,"Colombiana de Comercio Corbeta S.A. /Alkosto 4,5 Bogotá, D.C., Bogotá, D.C.",Para la familia Ktronix contar con el mejor talento es indispensable; nos encontramos en búsquedapara nuestro equipo...,Hace 3 días
Ingeniero de analista SQL mysql,"Staffing de Colombia 4,3 Bogotá, D.C., Bogotá, D.C.","Requerimos para nuestro equipo de trabajo • Formación académica: TECNOLOGO / INGENIERO DE SISTEMAS, INGENIERO...",Hace 3 días
Ingeniero Electrónico Autmatización,"G4S- SECURE SOLUTIONS COLOMBIA S.A. 4,4 Antioquia, Medellín","Se busca ingeniero electronico con conocimiento en seguridad electronica, cctv, controles de acceso, detección de...",Hace 3 días
Se precisa Urgente,Desarrollador,"ReclutaPro Bogotá, D.C., Bogotá, D.C.","Importante compañía del sectorrequiere para su equipo de TI profesional en ingeniería de sistemas,electrónica o...",Hace 3 días
Se precisa Urgente,analista programador,"Espumados S.A. 4,3 Cundinamarca, Soacha","Nos encontramos en la búsqueda de ANALISTA NACIONAL DE PROGRAMACIÓN Requisitos: Profesional en ingeniería de sistemas,...",Hace 3 días
Empleo destacado,Auxiliar técnico Electrónico,"Importante empresa del sector Antioquia, Medellín",Reconocida compañía dedicada a la venta e importación de equipos de seguridad electrónica se encuentra en la búsqueda...,Hace 3 días
Empleo destacado,Asesor Comercial / Turismo,"A & J SYSTEM NETWORK SAS Bogotá, D.C., Bogotá, D.C.","Buscamos agente de ventas del sector hotelero, para prestigiosa empresa del medio, experiencia de 1 año en el sector...",Hace 3 días
Tecnico electrico / electronico,"Importante empresa del sector Atlántico, Galapa","Importante empresa del sector industrial, requiere para su equipo de trabajo técnico eléctrico o electrónico, con...",Hace 3 días
Empleo destacado,Ingeniero de desarrollo de software,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Nos encontramos en la búsqueda de tecnólogos, estudiantes o profesionales de carreras de Ingenieria de sistemas,...",Presencial y remoto,Hace 3 días
Se precisa Urgente,Agente Comercial / Oportinidad Crecimiento,"A & J SYSTEM NETWORK SAS Valle del Cauca, Cali","Nos encontramos en la búsqueda de agente de ventas call center para multinacional, con excelentes oportunidades de...",Hace 3 días
Empleo destacado,Analista de implementación,"SENSAS Antioquia, Itagüí","Objetivo: Configurar y capacitar a los clientes nuevos. Formación académica: Técnico, tecnólogo o profesional en...",Hace 3 días
Se precisa Urgente,Administrador(a) de Bases de Datos DBA,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","""Con el objetivo gestionar la continuidad operacional de las bases de datos de la Compañía, aplicando controles...",Hace 3 días
Ingeniero de Software,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.",Importante empresa requiere para su equipo de trabajo JEFE DE APLICACIONES si cuentas con las siguientes...,Hace 3 días
Empleo destacado,Ingeniero de requerimientos,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Nos encontramos en la búsqueda de profesional en ingeniería de sistemas, con experiencia mínima de 2 años en ...",Hace 3 días
Empleo destacado,Desarrollador web wordpress,"TEAM CADRE Bogotá, D.C., Bogotá, D.C.","Team Cadre Wireless está en búsqueda de un desarrollador front-end remoto de clase mundial, en la ciudad de Medellín y...",Hace 3 días
Asesor Bilingue / Servicio al cliente,"A & J SYSTEM NETWORK SAS Bogotá, D.C., Bogotá, D.C.","Buscamos personal bilingüe con nivel B2 en inglés, sin experiencia, para importante empresa multinacional Su función...",Hace 3 días
Se precisa Urgente Empleo destacado,instalador de internet y tv,"Blue Traders SAS Tolima, Melgar",Compañía del sector de telecomunicaciones requiere técnico de Instalaciones de Fibra Óptica y Servicios de Internet...,Hace 3 días
Se precisa Urgente Empleo destacado,Tecnico Instalador,"INSTACOL DIGITAL S.A.S. Santander, Bucaramanga","Nos encontramos en la busqueda de tecnicos instaldores de tv Digital, internet, el candidato debe contar con moto para...",Hace 3 días
Diseñador Web,"AGENCIA DE VIAJES Y TURISMO AVIATUR S A Bogotá, D.C., Bogotá, D.C.","Descripción: Desarrollaypersonalizaaplicacionesenambienteweb delGrupo Aviatur,con herramientas deprogramación ybases...",Hace 3 días
Empleo destacado,Experto en Soporte Técnico Software Bancario /Solidario,"EXPINN TECHNOLOGY S.A.S Bogotá, D.C., Bogotá, D.C.","Empresa de desarrollo de Software Bancario,financiero requiere personal para mesa de ayuda.Tecnólogo o Profesional con...",Presencial y remoto,Hace 3 días
Empleo destacado,Analista de bases de datos SQL,"PROMOAMBIENTAL DISTRITO S A S ESP Bogotá, D.C., Bogotá, D.C.",Compañía del sector aseo busca personas interesadas en el cargo de ANALISTA DE INFORMACIÓN con el siguiente perfil...,Hace 3 días
Outbound Sales Developer,"Teleperformance Colombia 4,3 Bogotá, D.C., Bogotá, D.C.","As a Sales Development Representative, you are the first person to speak about Google Cloud with institutions. We look...",Remoto,Hace 3 días
Marketing Digital,Net Real Solutions - Colombia,"Buscamos un profesional con experiencia mínima e INDISPENSABLE de 3 años como ESPECIALISTA EN MARKETING DIGITAL, para...",Remoto,Hace 3 días
Ingeniero electrónico,"INTERTEC SAS 4,0 Bogotá, D.C., Bogotá, D.C.","Intertec, empresa dedicada a la fabricación, alquiler y comercialización de máquinas empacadoras, requiere ingeniero...",Hace 3 días
Se precisa Urgente Empleo destacado,Líder de mantenimiento,"Sistema Alimentador Oriental SAS 4,3 Antioquia, Medellín",El Sistema Alimentador Oriental busca agregar a su equipo de trabajo LÍDER DE MANTENIMIENTO deseable con experiencia...,Hace 3 días
Diseñador gráfico web Cali,"Importante empresa del sector Valle del Cauca, Cali","Si tienes conocimientos y experiencia en Diseño Gráfico Web, Responsive, Bootstrap, manejas conceptos de...",Hace 3 días
Empleo destacado,"Desarrollador de Software .NET, C#","Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Desarrollador de software en lenguajes de programación .NET, C#, con experiencia mínima de 2 años en proyectos de...",Hace 3 días
Programadora de producción,"Graficas Modernas S.A. Valle del Cauca, Cali","empresa del sector gráfico requiere programador/planeador de producción, con experiencia en el manejo de personal,...",Hace 3 días
Editor de Videos Profesional,Net Real Solutions - Colombia,"Buscamos un profesional con experiencia mínima e INDISPENSABLE de 3 años como EDITOR DE VIDEOS, para empresa con más...",Remoto,Hace 3 días
Administrador Informático,"ACTIVIDADES DE INSTALACIONES Y SERVICIOS COBRA S.A Bogotá, D.C., Bogotá, D.C.","Brindar soporte tecnológico a la delegación, garantizando continuidad y estabilidad en el funcionamiento de las...",Hace 3 días
Se precisa Urgente Empleo destacado,Desarrollador APPs Hibridas Android IOS,"Importante empresa del sector TI Bogotá, D.C., Bogotá, D.C.","Con más de 22 años de experiencia, está en la búsqueda de desarrolladores de aplicativos móvil APPs, para uno de los...",Remoto,Hace 3 días
Se precisa Urgente Empleo destacado,Analista de nómina y contratación,"HUMAX PHARMACEUTICAL 4,3 Antioquia, La Estrella","Buscamos para nuestro equipo de trabajo profesionales graduados en contaduría, administración, o a fines con...",Hace 3 días
Analista vertical Nivel 1 soporte telefonía e internet para usuarios de empresas,"Importante empresa del sector Antioquia, Medellín","Importante empresa del sector tecnológico en Medellín, requiere estudiante de ingeniería en telecomunicaciones a...",Hace 3 días
Empleo destacado,Desarrollador de Software .Net,"Importante empresa del sector Antioquia, Medellín","Importante emprsa comercial requiere Ingeniero de software o sistemas graduado, con 2 años de experiencia en cargos...",Hace 3 días
Ingeniero de Desarrollo .Net,"QUALITY SOFTWARE 4,0 Bogotá, D.C., Bogotá, D.C.",Experiencia de al menos 8 meses en el desarrollo de aplicaciones en Visual Studio 2012 > Desarrollo bajo el esquema...,Hace 3 días
Ingeniero de sistemas,"SISTEMAS Y COMPUTADORES S.A 4,4 Santander, Floridablanca","- Requisitos Ingeniero de Sistemas y/o carreras a fines, con conocimientos en: - Lenguajes de programación:.Net (C#,...",Hace 3 días
Se precisa Urgente Empleo destacado,desarrollador/a,"Tns SAS Norte de Santander, Cúcuta","Diseñar y desarrollar sistemas de información, recomendar mejoras para el mismo,desarrollar las especificaciones de...",Hace 3 días
Técnico en sistemas,"VISIONAMOS SISTEMA DE PAGOS DE BAJO VALOR Antioquia, Medellín",Somos una entidad vigilada por la Superintendencia Financiera de Colombia que administra el único Sistema de Pago de...,Hace 3 días
Ingeniero de Aplicaciones Programación C# .Net,"nexarte servicios temporales s.a 4,2 Bogotá, D.C., Bogotá, D.C.",Empresa del sector servicios busca Profesionales de Ingeniería de Sistemas o carreras a fines Experiencia mínima de 1...,Hace 4 días
Empleo destacado,Auxiliar Sistema Ambiental,"Importante empresa del sector Valle del Cauca, Buga",La Agencia de Empleo Comfenalco Valle Delagente se encuentra en busqueda de un Tecnólogo en control ambiental o...,Hace 4 días
Empleo destacado,Desarrollador/a de Software,"MISION TEMPORAL 4,3 Bogotá, D.C., Bogotá, D.C.",¿Buscas crecimiento personal y profesional? Uno de los bancos más importantes del país se encuentra en la búsqueda de...,Presencial y remoto,Hace 4 días
programador/a,"SEGURIDAD ATLAS LTDA. 4,4 Atlántico, Barranquilla","Se requiere Programador de turnos para la ciudad de Barranquilla, debe ser profesional en carreras administrativas,...",Presencial y remoto,Hace 4 días
Empleo destacado,Programador y diseñaror paginas web,"PERSOM S.A.S 4,0 Bogotá, D.C., Bogotá, D.C.",Reconocida empresa comercializadora de productos de Belleza requiere PROGRAMADOR Y DISEÑADOR DE PAGINAS WEB(TECNICOS O...,Hace 4 días
Empleo destacado,Analista Programador .NET,"SUMINISTRAMOS RECURSOS HUMANOS TEMPORALES SUMITEMP S.A.S 4,3 Bogotá, D.C., Bogotá, D.C.","Si eres apasionado por el desarrollo y quieres hacer parte de nuestro equipo de trabajo, aplica tu hoja de vida a...",Hace 4 días
Coordinador de Proyectos,"Medicall Talento Humano 4,2 Bogotá, D.C., Bogotá, D.C.","Reconocida e importante entidad del sector salud, requiere para formar parte de su equipo de trabajo Ingeniero de...",Hace 4 días
Asesor de ventas extena con manejo de marketing,"PUNTO EMPLEO S.A. 4,2 Antioquia, Medellín",Importante empresa requiere para su equipo de trabajo Asesor de ventas externas con experiencia en manejo de...,Hace 4 días
Se precisa Urgente Empleo destacado,Tecnólogo Informático,"Importante empresa del sector Atlántico, Barranquilla","Empresa del sector industrial requiere TECNÓLOGO INFORMÁTICO con experiencia en planificación de producción, con base...",Hace 4 días
electrónico/a,"Adecco Colombia S.A. 4,3 Valle del Cauca, Yumbo","Empresa de elaboración de empaques plásticos ubicada en acopi yumbo, se encuentra en la búsqueda detécnico o tecnólogo...",Hace 4 días
Empleo destacado,Técnico Electrónico,"Importante empresa del sector de servicios Antioquia, Medellín","Estamos en la búsqueda de un Técnico o Tecnólogo Electrónico, con experiencia en redes y telecomunicaciones, deseable...",Hace 4 días
Desarrollador Web,"AYUDA TEMPORAL DE SANTADER S.A.S 4,4 Santander, Bucaramanga",Importante empresa se encuentra en Busqueda de Ingeniero de Sistemas quien se encargará de brindar soporte técnico y...,Hace 4 días
Asistente Bases de Datos,"Importante empresa Bogotá, D.C., Bogotá, D.C.","Se soliciita Técnicos o Tecnólogos para el cargo Asistente de Bases de Datos, debe contar con mínimo Un (1) año de...",Hace 4 días
Desarrollador Java,"2B eCommerce Antioquia, Medellín","El desarrollador de Java es responsable de desarrollar nuevas funciones, corregir errores y corregir versiones...",Presencial y remoto,Hace 4 días
Se precisa Urgente Empleo destacado,Coordinador de rutas nacionales programador,"Importante empresa del sector Transporte de carga Cundinamarca, Mosquera",Importante empresa del sector transporte requiere PROGRAMADOREs para trabajar en nuestra sede MADRID/CUNDINAMARCA....,Hace 4 días
Programador/a Altitude,"MAJOREL COLOMBIA 4,4 - Perú",Majorel es una empresa multinacional líder en servicios de atención al cliente. Contamos con más de 82.000...,Remoto,Hace 4 días
Desarrollador Junior Bogota,"SUMMAR TEMPORALES SAS 4,2 Bogotá, D.C., Bogotá, D.C.",Importante entidad Financiera se encuentra en búsqueda de Estudiantes activos de mínimo 7 semestre de Ingeniería de...,Hace 4 días
Se precisa Urgente,Desarrollador,"ReclutaPro Bogotá, D.C., Bogotá, D.C.","Importante compañía del sectorrequiere para su equipo de TI profesional en ingeniería de sistemas,electrónica o...",Hace 4 días
Arquitecto de Aplicaciones y Software,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.",Importante empresa de tecnología con 35 años de experiencia en soporte de Hardware y Software Requiere Ingeniero de...,Hace 4 días
Programador/a .NET junior,"MAJOREL COLOMBIA 4,4 - Perú",Majorel es una empresa multinacional líder en servicios de atención al cliente. Contamos con más de 82.000...,Remoto,Hace 4 días
Desarrollador de bases de datos con experiencia certificada en PowerBI / My SQL,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Importante compañía requiere Profesional en Ingeniería de Sistemas, Electrónica, que tenga de 2 años a 3 años de...",Hace 4 días
Asesor Ahorros / Cali oportunidad de crecimiento,"A & J SYSTEM NETWORK SAS Valle del Cauca, Cali",Buscamos asesor técnico de ahorro pensional con experiencia de 1 año en venta y asesoría de productos intangibles y...,Hace 4 días
.Net Developer,"Importante empresa del sector BPO Santander, Bucaramanga",Nos encontramos en la búsqueda de la persona encargada de desarrollar y dar mantenimientos a los módulos del sistema...,Remoto,Hace 4 días
Empleo destacado,Técnico Electrónico,"Importante empresa del sector de servicios Risaralda, Pereira","Estamos en la búsqueda de un Técnico o Tecnólogo Electrónico, con experiencia en redes y telecomunicaciones, deseable...",Hace 4 días
Ingeniero Electronico,"Espumados S.A. 4,3 Valle del Cauca, Cali","Importante empresa industrial ubicada en la vía panamericana recta cali - Jamundi, se encuentra en la búsqueda de...",Hace 4 días
Analista Programador/a .NET senior,"MAJOREL COLOMBIA 4,4 - Perú",Majorel es una empresa multinacional líder en servicios de atención al cliente. Contamos con más de 82.000...,Remoto,Hace 4 días
Auxiliar de Sistema de Gestión Integral,"Seguridad de Occidente Ltda 4,4 Valle del Cauca, Cali","AUXILIAR DE SISTEMA DE GESTIÓN INTEGRAL Empresa de seguridad requiere Auxiliar de sistema de gestión integral,...",Hace 4 días
Asesor de Ahorros / Medellin,"A & J SYSTEM NETWORK SAS Antioquia, Medellín","Buscamos asesor técnico de ahorro pensional con experiencia de 1 año en ventas, para importante compañía de pensiones,...",Hace 4 días
Se precisa Urgente Empleo destacado,Desarrollador Full stack / Barranquilla,"Beyserin Consulting SAS Atlántico, Barranquilla",Importante empresa del sector TI se encuentra en la búsqueda de Desarrollador Full stack para ciudad de Barranquilla...,Hace 4 días
.Net Developer,"Importante empresa del sector BPO Bogotá, D.C., Bogotá, D.C.",Nos encontramos en la búsqueda de la persona encargada de desarrollar y dar mantenimientos a los módulos del sistema...,Remoto,Hace 4 días
Diseñador Web Senior,"Panamericana Libreria y Papeleria S A 4,3 Bogotá, D.C., Bogotá, D.C.","Panamericana librería y papelería S.A., se encuentra en búsqueda de Diseñador WebSenior. Profesional en diseño...",Hace 4 días
Se precisa Urgente Empleo destacado,desarrollador/a,"Espumados S.A. 4,3 Cundinamarca, Soacha","Nos encontramos en la búsqueda de ANALISTA NACIONAL DE PROGRAMACIÓN Requisitos: Profesional en ingeniería de sistemas,...",Hace 4 días
Se precisa Urgente Empleo destacado,Coordinador de Tecnologia Programador PHP,"Importante empresa del sector de Manufactura Valle del Cauca, Cali","Educación: Ingeniero de sistemas Conocimiento: Siesa uno Enterprise, PHP, CCTV, PHYTON Funciones: Realizar...",Hace 4 días
Practicante de comunicaciones para proyectos de investigación,"Fundacion WWB Colombia Valle del Cauca, Cali",Fundación WWB Colombia requiere para su equipo de trabajo pasante de comunicaciones para contrato a término fijo por 1...,Presencial y remoto,Hace 4 días
Helpdesk,"AJOVER DARNEL S A S 4,1 Bogotá, D.C., Bogotá, D.C.","Estamos buscando talentos como tu, para completar nuestro equipo de trabajo si eres estudiante de Pregrado Ingeniería...",Presencial y remoto,Hace 4 días
Se precisa Urgente Empleo destacado,Vendedor Presencial / Crecimiento laboral,"A & J SYSTEM NETWORK SAS Bogotá, D.C., Bogotá, D.C.",Buscamos Vendedor con experiencia de 6 meses con disponibilidad de aprender y aceptar oportunidades de mejora con...,Hace 4 días
Business Developer Representative,"Prosperar BPO 4,7 Antioquia, Medellín",Schedule/shift: Monday to Friday Location: On-site Responsibilities: Qualifying leads from marketing campaigns as...,Hace 4 días
Cientifico de Datos Junior,"QNT S.A.S Bogotá, D.C., Bogotá, D.C.","Empresa del sector Fintech y cobranza ubicada en la ciudad de Bogotá, requiere para su equipo de trabajo Científico de...",Hace 4 días
Empleo destacado,Desarrollador .NET,"MVM INGENIERIA DE SOFTWARE S A S Antioquia, Medellín",• Desarrollar aplicaciones Web en ambientes OnPremise o Cloud • Dominio de C# y tecnologías Microsoft .NET o NET Core...,Hace 4 días
Desarrollador de Software,"Importante empresa del sector de Servicios Atlántico, Barranquilla",Se requiere profesional de ingeniería de sistemas para planear y ejecutar el ciclo completo de desarrollo de sistemas...,Hace 4 días
Desarrollador(a) Junior para dispositivos,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Solicitamos para nuestra Compañía, profesional en Ingeniería electrónica, de sistemas, mecatrónica, eléctrica o...",Presencial y remoto,Hace 4 días
Se precisa Urgente Empleo destacado,Practicante Ingenieria de sistemas,"Iron Mountain S.A.S 4,3 Bogotá, D.C., Bogotá, D.C.",Iron Mountain está en búsqueda de personas para ocupar la posición de Practicante de Ingenieria de Sistemas con base...,Hace 4 días
Aprendiz mecanico o electronico automotriz,"MADIAUTOS 4,2 Bogotá, D.C., Bogotá, D.C.",I]mportante empresa del sector automotriz requiere para su equipo de tabajo un Tecnico o tecnologo electricidad...,Hace 4 días
Empleo destacado,Desarrollador/a de software,"TALMA COLOMBIA 4,4 Antioquia, Medellín","En Talma buscamos talentos como tu!, somos una empresa lider en servicios aeroportuarios y nos encontramos en búsqueda...",Hace 4 días
Se precisa Urgente,Consultor DBA,"Importante empresa del sector Bogotá, D.C., Bogotá, D.C.","Importante empresa del sector requiere para su grupode trabajo tecnólogo, estudiante o profesional en ingenierías con...",Presencial y remoto,Hace 4 días
Empleo destacado,Técnico líder,"Sistema Alimentador Oriental SAS 4,3 Antioquia, Medellín",El sistema Alimentador Oriental está en búsqueda de Técnico líder con experiencia en Mantenimiento preventivo y...,Hace 4 días
Se precisa Urgente Empleo destacado,Desarrollo de sistemas de información Web,"Corporacion Avance Santander, Bucaramanga","3 Desarrolladores Desarrollo de aplicaciones web Java EE Manejo de bases de datos relacionales y SQL, preferiblemente...",Hace 4 días
Se precisa Urgente,Desarrollador de Mercado,"Autogermana S.A 4,4 Bogotá, D.C., Bogotá, D.C.","Desarrollar y mantener el mercado de bicicletas BMC en la zona norte del país. Para esto, deberá abrir nuevos...",Hace 4 días
Director de Mercadeo,"QUALITY SOFTWARE 4,0 Bogotá, D.C., Bogotá, D.C.",Las funciones a realizar: 1. Diseñar e implementar el Plan de Marketing de la organización. 2. Definir las...,Hace 4 días
Líder de proyectos software,"Importante empresa del sector Cauca, Popayán","Importante empresa requiere ingeniero de sistemas, electrónica, telecomunicaciones y/o afines con Certificado Scrum...",Hace 4 días
Empleo destacado,Lìder de TI: tecnologìa de la informaciòn y desarrollo de software,"Laboratorios Funat S.A.S. 4,4 Antioquia, Sabaneta",BIENVENIDO A NUESTRO LABORATORIO! QUEREMOS CONOCERTE Y QUE HAGAS PARTE DE NUESTRO EQUIPO DE TRABAJO Hola! Somos un...,Presencial y remoto,Hace 4 días
Empleo destacado,Desarrollador de Software,"VISIONAMOS SISTEMA DE PAGOS DE BAJO VALOR Antioquia, Medellín",Somos una entidad vigilada por la Superintendencia Financiera de Colombia que administra el único Sistema de Pago de...,Hace 4 días
Coordinador Jurídico,"VISIONAMOS SISTEMA DE PAGOS DE BAJO VALOR Antioquia, Medellín",Somos una entidad vigilada por la Superintendencia Financiera de Colombia que administra el único Sistema de Pago de...,Hace 4 días
Practicante Técnico o Tecnólogo,"HACEB S.A. 4,6 Antioquia, Copacabana","Un 50% del tiempo de la persona será dedicado a proyectos de automatización, analítica y en general transformación...",Hace 4 días
Líder Técnico de Software,"Agencia de empleo de Colsubsidio Bogotá, D.C., Bogotá, D.C.","¡Buscamos a las personas adecuadas, personas que deseen innovar, crear, liderar, transformar! Queremos atraerte, pero...",Presencial y remoto,Hace 5 días
Se precisa Urgente,.Net Developer,"Importante empresa del sector BPO Risaralda, Pereira",Nos encontramos en la búsqueda de la persona encargada de desarrollar y dar mantenimientos a los módulos del sistema...,Hace 5 días
